sourceId,orgName,location,type,email,phone,facebook,website,notes,enrichedAt,contactFound
99669d18752b,Rick's Bike Sale,"Dakota County, MN",bike,andersonrick52@gmail.com,952-240-3820,https://www.facebook.com/BikeMN/,http://ricksbikesale.com,Bicycle Alliance of Minnesota is a nonprofit advocating for safe walking and biking across Minnesota.,2026-06-23T02:09:32.582Z,true
bafde30d7509,The Recyclery As Is Bike Sale,"Evanston, IL",bike,info@therecyclery.org,773-262-5900,https://www.facebook.com/TheRecyclery/,https://www.therecyclery.org/,"The Recyclery Collective is a nonprofit educational bike shop in Rogers Park, Chicago promoting cycling accessibility.",2026-06-23T02:09:43.098Z,true
d6322dcbbae2,Community Cycles Holiday Bike Giveaway,"Boulder, CO",bike,info@communitycycles.org,720-565-6019,https://www.facebook.com/CommunityCycles/,https://communitycycles.org,"Community Cycles is a Boulder nonprofit bike shop providing bicycle advocacy, education, and recycling services.",2026-06-23T02:09:52.847Z,true
b2b2846dccb9,Bogus Basin Sports Education Foundation Ski Swap,"Boise, ID",ski,info@bbsef.org,208-336-5295,https://www.facebook.com/skiswapboise/,https://www.bbsef.org,"BBSEF provides competitive ski, snowboard, and mountain bike programs for youth ages 6-18 in the Treasure Valley.",2026-06-23T02:10:04.785Z,true
4d0aff5ea152,Pico Ski Club Swap & Sale,"Killington, VT",ski,info@picoskiclub.com,978-828-9963,https://www.facebook.com/PicoSkiClub/,https://www.picoskiclub.com,A volunteer-based ski club founded over 60 years ago focusing on families through social activities and junior racing programs.,2026-06-23T02:10:12.963Z,true
8953a208aa0a,Snowbird Sports Education Foundation Ski Swap,"Snowbird, UT",ski,info@sbsef.com,801-893-8690,https://www.facebook.com/sbsef/,https://sbsef.com/,"SBSEF is a non-profit foundation providing youth winter sports competition programs in Alpine, Freeride and Snowboard.",2026-06-23T02:10:20.103Z,true
99e883c1b15d,Team Duluth Ski & Snowboard Swap,"Duluth, MN",ski,teamduluth@gmail.com,218-260-4120,https://www.facebook.com/teamduluthussa/,https://www.teamduluth.org,Team Duluth is a 501(c)3 non-profit alpine ski and snowboard club that runs programs for youth athletes ages 5-18.,2026-06-23T02:10:29.317Z,true
656a9ec958d2,Hoofers Ski and Snowboard Resale,"Madison, WI",ski,sns@hoofers.org,(608) 262-1630,https://www.facebook.com/hoofersns/,https://www.hoofersns.org,Hoofer Ski and Snowboard Club is a student-led outdoor recreation club at the University of Wisconsin-Madison.,2026-06-23T02:10:51.300Z,true
47507b829e49,Sundown Ski Patrol Ski Swap,"New Hartford, CT",ski,skisundownswap@gmail.com,(860) 379-7669,https://www.facebook.com/SkiSundownSkiPatrol/,https://www.nspskisundown.org,Sundown Ski Patrol is a volunteer nonprofit organization providing emergency medical care and safety services at Ski Sundown.,2026-06-23T02:11:08.755Z,true
e82297bd3c01,Tahoe XC Cross-Country and Backcountry Ski Swap,"Tahoe City, CA",ski,Contact@tahoexc.org,530-583-5475,https://www.facebook.com/TahoeXC/,https://tahoexc.org,TCCSEA is a nonprofit 501(c)3 organization offering free and affordable community summer and winter programs for all ages.,2026-06-23T02:11:21.886Z,true
57d9659538bd,Eugene Ski Swap,"Eugene, OR",ski,,541-914-9584,https://www.facebook.com/eugeneskiswap/,https://eugeneskiswap.org,Annual fundraiser benefiting three volunteer ski patrols in the Eugene area.,2026-06-23T02:11:34.745Z,true
1669c21a9ebf,Corvallis Ski Swap,"Corvallis, OR",ski,info@corvallisskiswap.org,,https://www.facebook.com/CorvallisSkiSwap/,https://corvallisskiswap.org/,The Corvallis Ski Swap is run by volunteers from Corvallis Mountain Rescue Unit and Santiam Pass Ski Patrol as a fundraiser.,2026-06-23T02:11:43.286Z,true
c5808a6c8fa7,Glen Ellyn SportSwap,"Glen Ellyn, IL",sports,info@gogreenglenellyn.org,630-942-7273,https://www.facebook.com/gogreenglenellyn/,https://www.gogreenglenellyn.org,Go Green Glen Ellyn is a community environmental nonprofit organization that partners with Glen Ellyn Park District to host SportSwap events.,2026-06-23T02:11:55.796Z,true
0a4b04f68189,Edina Give and Go Gear Swap,"Edina, MN",sports,info@edinagiveandgo.org,952-848-4921,https://www.facebook.com/EdinaGiveAndGo.Org/,https://edinagiveandgo.org/,"Edina Give and Go provides scholarships for Edina Public Schools students to participate in sports, arts, and academic programs.",2026-06-23T02:12:03.388Z,true
2e067c23c0f3,AVSC Sports Swap,"Willits, CO",ski,jettlinger@teamavsc.org,970-205-5100,https://www.facebook.com/teamavsc/,https://www.teamavsc.org,AVSC is the Roaring Fork Valley's oldest and largest youth nonprofit providing winter sports programs since 1937.,2026-06-23T02:12:16.849Z,true
df3e1b0ca13d,Southborough Spring Youth Sports Equipment Swap,"Southborough, MA",sports,,508-229-4452,https://www.facebook.com/southboroughrec/,https://southboroughma.myrec.com,"Municipal recreation department offering community programs for all ages in Southborough, Massachusetts.",2026-06-23T02:12:31.043Z,true
179931017d2f,Mountain Recreation Sports Gear Swap,"Roaring Fork Valley, CO",sports,info@mountainrec.org,970-777-8888,https://www.facebook.com/mtnrecreation/,https://mountainrec.org,Mountain Recreation is an Eagle County metro recreation district serving area residents since 1980.,2026-06-23T02:12:48.002Z,true
0e3a9f4b2183,SAGE Sports Equipment Swap,"Memory Park, NJ",sports,info@sagevolunteers.org,,https://www.facebook.com/StudentAthletesGivingExtra,https://www.sagevolunteers.org,Student athlete-run organization founded in 2020 providing community service opportunities for student athletes.,2026-06-23T02:13:11.443Z,true
167ef308015c,Loveland Ski & Sports Swap,"Loveland, CO",ski,parks@cityofloveland.org,970-962-2727,https://www.facebook.com/CityofLovelandParksRecreation/,https://www.lovgov.org,"The City of Loveland Parks & Recreation Department manages parks, trails, recreation programs, and community events in Loveland, Colorado.",2026-06-23T02:13:19.870Z,true
7e14b7dc946e,Truckee Ski Swap,"Truckee, CA",ski,info@tdrpd.org,(530) 582-7720,https://www.facebook.com/TruckeeRecPark/,https://www.tdrpd.org,Truckee-Donner Recreation and Park District provides recreation and park services in the Truckee Tahoe area since 1963.,2026-06-23T02:13:28.667Z,true
f88e27f76d43,Jackson Hole Ski & Gear Swap,"Jackson, WY",ski,info@jhskiclub.org,307-733-6433,https://www.facebook.com/jhskiclub/,https://jhskiclub.org,Jackson Hole Ski & Snowboard Club inspires and develops student-athletes through ski and snowboard programs.,2026-06-23T02:13:40.304Z,true
6b648015e6e2,Monona Sports Equipment Swap,"Monona, WI",sports,mrcdirector@ci.monona.wi.us,608-222-4167,https://www.facebook.com/mononaparksrec/,https://www.mymonona.com/1709/Parks-Recreation,"Monona Parks and Recreation provides recreational programs, facilities, and park services for the City of Monona, Wisconsin.",2026-06-23T02:13:54.318Z,true
3cba439d15ff,Moorestown Sports Equipment Swap,"Moorestown, NJ",sports,jwebster@moorestown.nj.us,856-914-3093,https://www.facebook.com/moorestownrec/,https://www.moorestown.nj.us/718/Parks-Recreation,Moorestown Parks & Recreation partners with Sustainable Moorestown to provide recreational programs and sustainability initiatives for township residents.,2026-06-23T02:14:07.167Z,true
fec771f5444f,Skirack Winter Swap,"Burlington, VT",ski,info@skirack.com,(802) 658-3313,https://www.facebook.com/Skirack/,https://www.skirack.com,Skirack is a locally owned outdoor retailer in Burlington serving as Vermont's premier ski and bike shop since 1969.,2026-06-23T02:14:16.006Z,true
